first_release_date,genres,id,name,platforms,summary,storyline,rating
1446768000,"[5, 31]",9509,Call of Duty: Black Ops III,"[6, 9, 12, 14, 48, 49]",Call of Duty Black Ops 3 deploys players into a dark twisted future where a new breed of Black Ops soldier emerges and the lines are blurred between our own humanity and the technology we created to stay ahead in a world where cuttingedge military robotics define warfare With three unique game modes Campaign Multiplayer and Zombies providing fans with the deepest and most ambitious Call of Duty ever,On October 27 2065 the game begins with the Player and their new CO Jacob Hendricks infiltrating an NRC Airbase in Ethiopia to rescue Egyptian Prime Minister Said from the NRC with the assistance of John Taylor and his team of cybernetically enhanced soldiers part of the Winslow Accord Black CyberOps Division Needing to distract the NRC the Player and Hendricks along with Winslow Accord Special Forces Team Alpha use the bases DEAD system to shoot down an NRC plane Disguised as NRC soldiers the Player and Hendricks manage to infiltrate the base and rescue Said from the NRC although they discover there are more prisoners than their Intel provided The team soon become compromised after Said convinces them to rescue Lt Khalil an Egyptian Army veteran and war hero who the NRC plan to use as a tool in their campaign against the Egyptian people They soon rendezvous with Taylors Team after being cornered by NRC forces and proceed to escape the base managing to procure an enemy APC Before leaving Hendricks convinces Taylor to rescue the other hostages after reminding that some part of him must still be human While their escape is successful the Player and Team Alpha are left behind after their evac harrier sustains heavy fire and bugs out to avoid being shot down although Hendricks demands that they go back The Player and Team Alpha are eventually overrun by enemy forces and the members of Team Alpha are killed and the Player is viciously attacked by an NRC Grunt ripping both the Players arms off and breaking their right leg until they are found and rescued by Taylor  Believing that its the Players best chance for survival Taylor brings them to a research installation that specializes in the advanced cybernetic enhancements that Taylor and his team use and decides to use the same cybernetics in order to save the Players life The Player is later awakened onboard a train by Taylor who reveals that the Player had survived the mission but had sustained life threatening injuries in the field The Player soon learns that the train theyre standing in is a simulation created within their DNIs Revealing that the Player was given one and is currently in a medically induced coma Taylor explains that their DNIs allows them to communicate with each other on a subconscious level and tells the Player that they have a long way to go Taylor then introduces them to his unit which consists of cyber operatives Sebastian Diaz Sarah Hall and Peter Maretti during a series of simulations of past battles that were connected with a terrorist attack on a Coalescence train inside the Players own mind  Each operative assists the Player in putting the pieces together on how to use their new cybernetics in combat while also helping themselves progress through the simulated terrorist act Although the Player proves themselves as an efficient soldier the Player suffers a minor setback when they comes across a group of simulated grunts causing the simulation to briefly destabilize until they are calmed down by Diaz who reveals that their DNI can cause certain traumatic memories to seem realistic and can have damaging long term effects if not treated The Player eventually reaches the final stage of the simulated train bombing and manages to reach the bomb but is unable to defuse it in time even with their DNI The Player remains unsure of what to do until they are helped by Taylor who tells the Player that the solution is actually quite simple Figuring out that the train car carrying the bomb can be detached from the rest of the train using their DNI the Player sacrifices themselves by detaching the train car while still inside and the bomb detonates ending the simulation Taylor then informs the Player that there was really no way to stop the train despite all the Players new abilities telling them that although their DNI can show them all the answers itll be be up to them to choose what they have to sacrifice and that sometimes they must let go The Player is then awoken in the real world and is informed by Taylor that they are being prepped for surgery Although Hendricks wasnt injured on the mission he volunteers for the cybernetic surgery as well and both he and the Player are recruited into Taylors unit  In 2070 the Player and Hendricks who are now close friends are recruited by CIA agent Rachel Kane to investigate the CIA Black Station in Singapore that lost communications On route they encounter foot soldiers for the ruthless criminal organization the 54 Immortals who have access to military grade weaponry Needing to fight through the 54i forces to reach their objective the operatives are temporarily pinned down by a heavily armoured man of war Warlord cyborg before they are rescued by Kane who then joins Hendricks and the Player in reaching the safe house Upon arrival the team discovers the CIA Black Station staff brutally murdered in the ritual Denial of Reincarnation and the data drives gone While they initially believe that 54i enforcer Jae Xiong is responsible for the murders Kane goes through the entry logs for the safe house and discovers that Taylors team were the last ones there before arriving Both Hendricks and the Player are initially unconvinced of Kanes theory about Taylor having served with him for the past five years  In order to learn the truth about what happened the Player and Hendricks then lead an assault on the 54 Immortals headquarters in the Bio Domes to recover the data drives by posing as arms dealers making contact with 54i drug dealer Danny Li at a teahouse owned by the 54i While Hendricks attempts to learn the whereabouts of Jae Xiong Li states that nobody has seen him in years After managing to convince Li to work with them the pair are compromised by 54i leaders and siblings Goh Min And Goh Xiulan who quickly deduce that the arms dealer are actually members of the Winslow Accord Greatly out numbered Hendricks orders Kane to active friendly Grunt reinforcements killing both Goh Min and Li and forcing Goh Xiulan to flee After fighting their way to the 54i headquarters the Player and Hendricks catch Goh Xiulan attempting to decrypt the drives with Hendricks knocking her out They then attempt to pull the information out of the drives but are locked out due to a DNA security system that only allows the Goh siblings to access the console With Goh Min dead the Players severs Goh Xiulans right hand in order to access the console an act which clearly bothers Hendricks After obtaining the information from the drives the pair then escape with Hendricks claiming that what he saw was bullshit confirming that Taylor and his team have indeed gone rogue  To understand Taylors sudden betrayal the team then use the Intel they retrieved to investigate the site of Taylors last op an abandoned Coalescence Corporation facility in Singapore where 300000 people were killed a long time ago Within the facility Hendricks and the Player are both attacked by seemingly inactive Grunts displaying odd human like behavior They discover that the facility was actually a cover for a CIA black project named Project Corvus and later find the decayed corpses of Jae Xiong and several other test subjects learning that the CIA were performing DNI experiments on them against their will They soon learn that Diaz himself is nearby and has hooked himself up to the facilitys central CPU core controlling the Grunts and uploading CIA safe house locations to multiple sources worldwide Needing to stop the Intel leaks Kane orders Hendricks and the Player to stop him While they manage to stop Diaz the intel was unfortunately sent revealing every CIA safe house location worldwide Needing to understand Taylors motives Kane orders a reluctant Hendricks to interface with Diazs DNI killing the rogue soldier in the process The team learns that Taylors squad is currently hunting the two sole survivors of the Project Dr Yousef Salim who is residing in Cairo and Sebastion Krueger whos current whereabouts are unknown They soon become compromised by 54i forces who were tipped off by the information Diaz sent them before dying Goh Xiulan now with a bionic hand orders her lieutenant to trigger explosives throughout the facility causing it to flood While Hendricks and the Player manage to escape the facility Kane orders them to leave Singapore to avoid being executed by the 54i after her position was compromised by the data leaks  Knowing that Kane will have no chance of survival if she stays the Player refuses to abandon her and convinces Hendricks to help rescue Kane from 54i forces who are currently invading Singapore in vengeful retaliation for Goh Mins death On route to the safe house Taylor contacts them and claims that hes told the truth and that the 54is wrath upon the citizens of Singapore is righteous He admits to revealing information to them as well as giving them access to the CIA comm channel protocols Taylor also mentions that he is doing this to find the Frozen Forest to which leaves both Hendricks and the Player confused After reaching the besieged safe house an explosion knocks back the two operatives engulfing the building in flames While Hendricks believes that explosion killed Kane the Player refuses to give up and attempts to rescue her but is suddenly attacked by Goh Xiulan in an attempt to avenge her brother but is ultimately killed by the Player when heshe burns her skull in a bare pipe flare Walking out of the burning building with a wounded Kane the Player chastises Hendricks for giving up on Kane Hendricks mumbles sheepishly Youve got a lot of blood on you  After escaping Singapore the team then heads to Egypt to interrogate Dr Yousef Salim who had been apprehended by Lt Khalils forces Hendricks who is on edge interrogates Salim telling him that Taylor and his team will kill him unless he reveals what he knows about the project and the Frozen Forest wanting to know why the rogue unit is obsessed with it Salim admits that he had worked on the secret project involving illegal DNI experiments on humans and that his job was to comfort the emotionally unstable test subjects using the fictional Frozen Forest as a way to keep the subjects calm Becoming more aggressive Hendricks violently demands why Taylor and his team are obsessed with the Frozen Forest but is interrupted by a sudden explosion Learning that the NRC are attacking the team assists Khalil and his forces in repelling the attack Using the assault as a way to distract the team Taylor and his squad then capture Dr Salim although the Player is able to track them using a small tracking chip they had slipped to Salim earlier Angered over not knowing about the tracker Hendricks punches the Player hard across the face accusing them of keeping secrets from him along with Kane The Player then explains that something is clearly wrong with Hendricks since leaving Singapore and that they made the call to not tell Hendricks about the tracker Feeling remorse against striking his friend Hendricks helps the Player back up admitting that he shouldnt have taken his feelings about the mission out on the Player but tells them that everything about it feels wrong  Elsewhere Taylors team interrogates Salim about the location of the Frozen Forest and then execute him right after Taylor orders Hall to ambush the Egyptian army using a Manticore Mech Suit needing time to complete his interrogation and escape While Hall proves to be a challenge against the Player and Hendricks she is ultimately defeated Needing to know more behind Taylors motives the Player decides to interface with Halls DNI against her and Hendrickss objections The Player is surprised to find that Halls mind is heavily defended in an attempt to find out what she hiding After fighting through digital defenses of Halls mind and destroying what remains of her subconscious the Player discovers the presence of an AI virus named Corvus who had corrupted Taylor and his team during their mission in Singapore having integrated itself into the DNIs of Taylors team and slowly taking over their cybernetics being able to control their actions against their will After disconnecting with Halls DNI the Player tells Kane about the AI and the location of Taylor and Maretti who have taken refuge on an aquifer controlled by the NRC  With help from Khalil and the Egyptian army the Player Hendricks and Kane launch an assault on the aquifer in an attempt to capture Taylor and Maretti During the assault the Players cybernetic systems suddenly shut down until they are awakened by Kane who reveals that Corvus can also infect anyone who interfaces with it meaning that both Hendricks and the Player are infected as they had interfaced with Diaz and Hall Continuing the attack the team decides to lock down the facility in order to trap the rogue soldiers While they manage to seal Maretti inside Taylor makes it out and flees on a NRC harrier During their pursuit of Maretti the Player and Hendricks continue to experience complication in their cybernetics as Corvus is slowly taking control of them While the Player manages to fight off Corvuss influence Hendricks begins to take his frustrations out on the Player accusing them of losing perspective and even going so far as to threaten to kill Kane believing that she is somehow behind this until he is struck down by the Player Telling Hendricks that nobody will be able to help them once Corvus takes control the Player reminds him of their friendship and that they will need each other more than ever if they are going to fight off Corvus Managing to bring Hendricks back to his senses the pair then find and confront Maretti who attempts to kill them with a sniper rifle but is ultimately killed by the Player when the later kicks him out a window onto a pile of debris impaling him  The team then learns that Taylor had made a deal with the NRC in exchange for protection and is currently in Lotus Towers an NRC stronghold in the city of Cairo The team then make an attempt to capture Taylor killing the NRC General Hakim as a way to start a city wide revolution thatll divert the NRCs attention As they make their way towards Taylor the Player and Hendricks continue to suffer malfunctions in their cybernetics experiencing constant system failures and hallucinations as well as hearing Corvuss voice While the Player is still able to fight of the AIs influence Hendricks who had been infected since Singapore becomes more aggressive and violent towards his own allies stating that they are fighting a losing battle and that they will make no difference whether they win or lose After managing to reach Taylors location Henricks and the Player attempt to reason with their old leader who is in a catatonic state Claiming that he will take them all home Taylor takes control of the NRC grunts throughout the city attacking everyone on site including the NRC soldiers While chasing Taylor Khalil contacts them and tells them that he is greatly outnumbered by the NRC before his communication cuts out with Kane confirming that enemy forces captured Khalil While the Player initially request that they save Khalil Kane reminds them that Taylor is the priority but promises that they will do what they can once this is over  After managing to catch up to Taylor the pair is soon confronted by an army of grunts with Hendricks staying behind to hold them off while the Player continues to pursue Taylor to the top of Lotus Towers The Player then fights Taylor who has commandeered an enemy Mothership While the Player manages to take down the Mothership their cybernetic arm is pinned by the ships debris partially shutting down other systems which renders them defenseless Taylor who survived the crash unscathed pulls out a combat knife with the intent of murdering the Player After desperately trying to convince Taylor that he is not himself the Player manages to get through to him briefly as Taylor regains his senses and tears out his own DNI through his neck effectively cutting off Corvuss influence over him While the Player initially believes that it is over Taylor reminds them that Corvus still resides in the DNIs of both the Player and Hendricks making them loose ends Although the wounded Taylor is no longer considered a threat he is suddenly killed by Hendricks who has finally succumbed to the virus and leaves the Player pinned departing aboard another mothership to the Coalescence facility in Zurich Switzerland in order to find Krueger  Kane manages to extract the Player and brings them to the hospital where the Player tells Kane that they need to stop Hendricks Kane not wanting to lose the Player tries to convince them that they dont have to do this stating that she cant go on if the Player chooses to go down this path The Player set on stopping Hendricks tells Kane that this is who they are with Kane leaving behind her bandana and telling the player not to forget her Some time later The Player and Kane who had chosen to remain with the Player out of loyalty head to Zurich to stop Hendricks While they have the support of the ZSF they are hampered on route when Hendricks hijacks the entire citys computer systems and robotic defenders After fighting through several hacked robots the Player and Kane manage to breach the Coalescence HQ discovering that Coalescence has found and replicated the deadly nerve gas Nova 6 having laced the virus into the explosives that killed the 300000 people in Singapore Kane attempts to bypass security by initiating emergency protocols but is tricked and killed by Corvus when it traps her in a room full of Nova 6 Before she dies Kane warns the Player not to trust in their DNI knowing that Corvus is nearly complete indoctrinating them The Player continues on and confronts Hendricks who is holding Sebastian Krueger hostage in an attempt to know what the Frozen Forest is The Player makes a final attempt to reason with Hendricks but is forced to kill him after he executes Krueger in order to prevent Corvus from spreading  Being the only surviving host of the virus the Player attempts to commit suicide to prevent them from being controlled by Corvus but ends up inside a simulated world created within their own DNI There the Player is reunited with the digital reincarnations of their teammates with Hendricks informing the Player that they have reached the Frozen Forest a place where they can digitally live on after death as their minds have become a part of Corvuss hive mind Seeing that their former allies have all given into Corvuss influence the Player continues on until they encounter Corvus with a digital version of Krueger who also had a DNI and demands to know why it was created Krueger argues that every bit of technology embraced by the public presented new ways for their enemies to compromise them and the DNI was a way of monitoring the thoughts of everybody at once Corvus was designed to catalogue them After being told that it was nothing but a mistake Corvus brutally murders Krueger and destroys what remained of his subconscious The Player shocked by what they witnessed kneels down in despair until they encounter the digitally reincarnated Taylor who claims that he was the only one to reject the AIs influence before dying which made what remained of his subconscious a virus in Corvuss system Agreeing to help the Player fight Corvus Taylor explains that the only way for the Player to defeat Corvus for good is to initiate a system purge in their DNI  While the Player is still able to fight through Corvuss digital forces their mental state becomes more and more fractured and they begin to chant Corvuss words although Taylors remains their voice of reason and tells them to keep pressing forward After fighting their way through Corvuss illusory forces the Player manages to regain control of their body and attempts to purge their DNI Corvus makes a last ditch effort to control the Player but is held off by Taylor who tells the Player to keep fighting The Player then purges their DNI causing both Corvus and Taylor to disappear As the Player stumbles out of the building where the controlled robotics were overrun by the ZSF a soldier asks the Player to identify themself As their system slowly completes the purge the Player says Taylor before the screen dramatically fades to black leaving the Players nonreality fate unknown,66.44113023199654
1447718400,"[12, 13, 31, 32]",9243,Life is Feudal: Your Own,[6],Hardcore medieval multiplayer sandbox with terraforming free preset and modular building construction rich crafting smelting forging farming animal breeding etc survival no target physics based combat original combat formation system and numerous other features Taking place in the fictional medieval world game imposes a realistic system of global politics economy and socialization,Missing,66.11320754716981
1447891200,"[4, 33]",11613,BlazBlue: Central Fiction,"[6, 9, 48, 52]",BlazBlue Central Fiction is a 2D fighting game developed by Arc System Works It is the fourth game to the BlazBlue series and is set after the events of BlazBlue Chrono Phantasma The game adds Naoto Kurogane and Hibiki Kohaku as playable characters BlazBlue Central Fiction marks the conclusion of the story surrounding protagonist Ragna the Bloodedge,Missing,65.93950926705682
1446422400,"[12, 31, 32]",14702,Cibele,"[6, 14]",Cibele is a game about love sex and the internet You play as a 19 year old girl who has become close with a young man she met in an online game Her relationship with him heats up becoming more and more intimate with each phone call and private chat,Missing,64.85854679396436
1448236800,"[12, 31]",26467,The Deed,[6],A keenly dark twist on the traditional murder mystery setting The Deed is an AdventureRPG game about getting away with murder Arran Bruce the rightful heir to Dunshiel House returns home to settle a score with his estranged family,Missing,64.7872616304963
1446508800,"[10, 13, 31, 33]",10965,Need for Speed,"[6, 48, 49]",With over 20 years of history in its rear view mirror Need for Speed returns with a reboot that delivers on what Need for Speed stands for  rich customization authentic urban car culture a nocturnal open world and an immersive narrative that drives your NFS game,Missing,63.50986069563606
1448841600,"[31, 32, 34]",33949,Carpe Diem,"[3, 6, 14]",In this very short kinetic novel you will play as Jung whos meeting up and hanging out with a girl named Ai Spend your time wisely,Missing,60.39996169910041
1446768000,"[31, 32]",34192,Swordbreaker the Game,"[6, 14, 34, 46, 48, 49, 130]",The Swordbreaker game is interactive fiction with lots of illustrations where you and you alone get to choose the storyline and the ending,Missing,60.0564530605682
1446595200,"[14, 31]",36210,River City Super Sports Challenge: All Stars Special,"[6, 9]",This is the River City sports challenge The Rule is simple be the  1 in 4 events by all means Thats it Hitting and kicking Of course Wooden swords dumbbells and even bombs are available to use The great sports challenge where anythings possible has just begun,Missing,60.0
1447632000,"[15, 32]",36186,Survivor Squad: Gauntlets,"[3, 6, 14]",Command your Squad of Survivors in a game where Line of Sight is extremely important you cannot shoot what you cannot see Develop your formations move as a unit and cover every corner Leave no man behind,Missing,60.0
1446681600,[32],35081,Air Brawl,"[3, 6, 14]",A fast paced multiplayer dogfighting game that focuses on creative weapons and game mechanics that reward skillful flying,Missing,60.0
1448323200,"[15, 16, 32]",34588,Space Food Truck,"[3, 6, 14]",Space Food Truck is a cooperative culinary scifi adventure 14 players take on unique roles aboard the Galaxy Gourmet Their mission explore a vast procedurallygenerated galaxy in search of exotic ingredients craft delicious recipes and withstand the untold dangers of deep space,Missing,60.0
1447632000,"[9, 32]",34330,Cinderella Escape! R12,"[6, 14]",Cinderella is locked in the dungeon What happened to her Can she escape the dungeon Cinderella needs your help,Missing,60.0
1446768000,"[31, 32]",34329,Sakura Beach 2,"[3, 6]",Its been a few months since Seiji last visited the beach After enduring the chaos of his new daily life another holiday with his childhood friends is just what he needs However the appearance of another girl whose love of space rivals his own ensures that his trip will be anything but peaceful,Missing,60.0
1446422400,"[12, 13, 15, 32]",34232,Your Quest,[6],Your Quest is a casual 2D StrategyRPG with progressive gameplay where you gather resources to construct a village craft new weapons and armor and try to survive the depths of a procedurally generated dungeon under the surface,Missing,60.0
1446422400,[32],34137,The Extinction,[6],The Empire is falling Were lacking in resources and our worlds are overpopulated Civil war may break out anytime You have been chosen to explore the unknown worlds and colonize them in order to protect our people,Missing,60.0
1446422400,"[4, 12, 32]",34126,Crystal Picnic,"[3, 6, 14]",Crystal Picnic is a lighthearted and colorful tribute to the classic era of action RPGs,Missing,60.0
1447027200,[15],34101,Cluck Yegger in Escape from the Planet of the Poultroid,"[3, 6, 14]",As spacefaring free ranger Cluck Yegger youve been shot out of the sky by none other than your old arch nemesis Colonel Zanderz Your disabled ship is running on limited auxiliary solar power that charges during the daytime But at night confined to the cockpit you must survive unwelcomed visits from a brood of peckish genetically modified poultroid looking for a late night snack Can you survive seven nights to ESCAPE PLANET POULTROID  This is a Five Nights at Freddy style parody game with some new mechanics fun artwork humor and VO based on characters from the upcoming adventure game SpaceVenture being released by the Two Guys From Andromedaoriginal creators of the Space Quest series,Missing,60.0
1447977600,"[12, 13, 31, 32, 34]",34022,Time Tenshi,"[3, 6, 14, 130]",The Time Window  An incredible invention developed over decades in secret empowers humans to make their grandest dream a reality  To travel through time  At a hidden research facility Rose and Kyo  the Time Tenshi Time Angels  voyage into the past in secret under the watchful eye of,Missing,60.0
1446422400,"[13, 15, 31, 32]",21316,The Living Dungeon,"[3, 6, 49]",5 actions 2 minutes Impossible odds and many many ways to die There really is nothing quite like The Living Dungeon Up to 9 players can take part in a battle of wits luck and skulduggery Or delve into a 30 hour story campaign and try to guide our heros to freedom  Survive other adventurers monsters and the dungeon itself through combat agility or dungeon manipulation Only the strongest fastest and smartest survive,Missing,60.0
1448323200,"[12, 31]",20205,Five: Guardians of David,"[6, 14]",FIVE Guardians of David is a Diablostyle actionRPG set in the ancient lands of Canaan Lead and play the five heroes battling across exotic locations filled with archaic cultures rich characters and powerful artifacts Experience one of the greatest stories ever told in this 11Act epic,Missing,60.0
1446595200,[32],15494,Zero Reflex,"[3, 6, 14, 34, 39, 74]",Zero Reflex is a psychedelic evader which tests both your dexterity and your nerves in a fastpaced punishing environment that keeps pushing your limits Circles bullets shurikens rockets saws and time  theyre all after you Zero Reflex puts 60 challenges in front of you You have no save points and no excuses Be faster than a blink of the Eye  Zero Reflex has 20 levels which differ in both design and mechanics Each of the 20 levels changes its speed and amount of danger for the player depending weather played in Normal Hard or Nightmare Mode Try to survive for as long as possible by moving the pilot to avoid everything flying around you Each level lasts for 30 seconds,Missing,60.0
1448236800,"[5, 12, 32]",14764,One More Dungeon,"[3, 6, 14, 46, 48, 49, 130]",One More Dungeon is a first person shooter roguelike with procedurally generated levels and pixelart graphics Being a nameless adventure seeker you have to get to the final level of the dungeon and destroy the obelisks which is being used by forces of Evil to invade the world Use a melee weapon magic staffs and antique artefacts to burst way through the hordes of enemies inhabiting a few game areas,Missing,60.0
1446681600,"[24, 32]",14465,Clandestine,[6],Clandestine is a 2player or singleplayer stealthhacking game set in 1996 Asymmetrical coop allows one player to take the role of the spy while a friend provides overwatch and assistance as the hacker and unravel a postCold War espionage conspiracy,The year is 1996 five years after the dissolution of the Soviet Union A string of accidents and murders gone mostly unnoticed by the public eye have put the world of international espionage on high alert  veteran Cold War operatives from both sides of the former Iron Curtain are being assassinated around the globe Highranking officials of the CIA and the FSB secretly establish a joint task force to investigate the leaks Codenamed The Kingbridge Executive the group is funded with whatever money could be skimmed off of official projects and staffed by whoever could be spared from official operations As field operative Katya Kozlova or hacker Martin Symborski you will be deployed on dangerous missions across Europe and North America chasing the source of the leaks,60.0
1446508800,"[8, 9, 31, 32]",14291,Poncho,"[3, 6, 14, 41, 46, 48]",A Platformer like nothing seen before in games explore this openworld puzzler in multiple dimensions on a journey to find your maker  Humanity has been extinct for centuries leaving their robotic creations behind to fend for themselves These robots have formed tribes and communities of their own trying to make a way of life without purpose now their masters are gone  On your journey you will have to make some hard choices and ultimately decide the fate of humankind With multiple areas and paths to explore youll never be able to see everything in a single play through Poncho is about making you feel like a kid again exploring outside and looking under rocks to see what you find Theres treasure in every nook and cranny in this world and nothing is quite as it seems Theres always more than one way to accomplish your goals,Waking up in a post apocalyptic world of overgrown ruins filled with life a robot named Poncho begins a journey to find his Maker  Humanity has been extinct for centuries leaving their robotic creations behind to fend for themselves These robots have formed tribes and communities of their own trying to make a way of life without purpose now their masters are gone  On your journey you will have to make some hard choices and ultimately decide the fate of humankind With multiple areas and paths to explore youll never be able to see everything in a single play through Poncho is about making you feel like a kid again exploring outside and looking under rocks to see what you find Theres treasure in every nook and cranny in this world and nothing is quite as it seems Theres always more than one way to accomplish your goals,60.0
1448496000,"[12, 15, 31, 34]",12209,Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,"[6, 9, 46, 48]",Tokyo Twilight Ghost Hunters Daybreak Special Gigs is a Japanese adventure game and an enhanced version of the 2014 game Tokyo Twilight Ghost Hunters Daybreak Special Gigs will feature a refined battle system along with plenty of newly written episodes surrounding some of the key characters that they werent able to put into the original game,Missing,60.0
1448323200,"[9, 32, 33]",11330,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,"[6, 41]",Heroes Never Lose Professor Puzzlers Perplexing Ploy is a hero themed actionpuzzle game with a superpowered twist Go head to head against one of the superpowered citizens of Megalopolis lining up blocks into combos and chains to charge up your super attacks and bury your opponent in blocks before they do the same to you Each character possesses their own unique set of powers and abilities you can use to frustrate your opponent just be ready when your challenger charges up and unleashes their own unique moves on you,Missing,60.0
1448323200,"[25, 31]",15530,Batman: Arkham Knight - A Flip of a Coin,"[6, 48, 49]",Play as Batmans famous sidekick Robin as he seeks to take down Two Face upon discovering his money laundering operation Includes 2 AR challenge maps,Robin dealing with the aftermath of Batmans disappearance and hunting down TwoFace at Hells Gate Disposal Services,57.17475424498437
1447804800,"[4, 31, 32, 33]",34766,Steel Rivals,"[6, 41]",Steel Rivals is a 25D fighting game for one or two players Play tournament mode survival mode or VS mode against the AI or another human player Supports leaderboards and trading cards,Missing,57.0
1447891200,"[12, 13, 15, 16, 24]",8209,Mordheim: City of the Damned,"[6, 48, 49]",Mordheim City of the Damned is the first video game adaptation of Games Workshops cult classic tabletop game Mordheim Set in the Warhammer Worlds decimated Empire city Mordheim City of the Damned is a turnbased tactical game where you lead warbands into bloody and lethal skirmishes The game blends RPG elements fastpaced tactical combat and intricate unit customization in a time wrought by chaos and rivalry where only the strongest survive,After a twin tailed comet crashed on Mordheim the City of Damned turned into a terrifying battlefield where rival warbands fight fiercely for the control of key neighborhoods looking for glory and fortune by acquiring the very valuable Wyrdstone fragments,54.73708701721731
1446422400,"[2, 32]",90601,The Last NightMary: A Lenda do Cabeça de Cuia,"[3, 6, 14]",Escape through maze forest searching for a shelter because the cursed beast is after you  And if there was a chance to reverse the curse would you run away or would you try to find answers It is better think fast because the monster is in a hurry the beast is starved,Back in her hometown in Piauí due to her mothers illness Mary finds herself cornered by the curse of a local legend The curse would only end when the beast possessed seven virgins called Mary they said but perhaps there is another alternative for the end of the terrible beast,50.0
1447286400,"[15, 35]",68443,Brass,"[3, 6, 14, 34, 39]",Brass is a digital adaptation of the highly acclaimed economic strategy board game set during the Industrial Revolution,Missing,50.0
1447977600,[32],36134,Entropy Rising,[6],Entropy Rising is a firstperson physicsbased puzzle game set in a weird world filled with mysterious flying orbs and oversized measurement devices Control the forces of gravity electricity fire water and acid If anything goes wrong simply travel backwards through time,Missing,50.0
1447977600,[15],35452,Chronostorm: Siberian Border,[6],A dynamic realtime strategy tells about the hot battles that could happen in the near future on the eastern borders of Russia,Missing,50.0
1447891200,"[13, 15]",35263,Scourge of War: Waterloo,[6],Scourge of War Waterloo follows in the footsteps of its American Civil War predecessors and takes the action to one of the most famous battles in history It is by far the most detailed game about the final battle of the War of the Seventh Coalition,Missing,50.0
1447372800,"[12, 31, 32]",35248,Last Heroes,[6],Enjoy another classic 16bit RPG from Warfare Studios of Vagrant Hearts Ashes of Immortality and Valiant fame and embark on a quest with Viktor as he makes new friends experiences dreams and discovers his destiny,Missing,50.0
1448323200,"[10, 13, 14, 32]",34978,RC Simulation 2.0,"[3, 6, 14]",Drive all kinds of RC Cars Boats Planes or Quad Copters on any of the RCSim 20 Workshop Tracks RCSim includes an ingame Track editor to create an infinite amount of scenarios So race your friends go RC rock crawling dogfight other quadcopters or just enjoy exploring,Missing,50.0
1447113600,Missing,34944,Piercing Blow,[6],Piercing Blow is one of worlds most popular FPS game played by 100 million users in 70 countries This Free 2 Play online FPS Firstperson shooter is a fastpaced and easily enjoyed game You can opt to personalize the character with massive selection of weapons partial suits and character skins   The skill system will allow players to feel the sense of achievements of levelups just like MMORPGs The combinations of weapons suits and skills can be uniquely customized for each players battle tactics,Missing,50.0
1446768000,"[15, 32]",34840,Super Trench Attack 2,[6],You are Ada Frost a lieutenant of the blue army You find yourself deep behind enemy lines with the stolen black army plans in your hands you can end the war That is if you and your squad can make it home alive,Missing,50.0
1448236800,"[31, 32]",34838,The Land of Lamia,"[3, 6, 14]",The Land Of Lamia is a short story driven puzzle game Each level has a description page from the book of Lamia which you use to discover clues The two characters Lily and Thomas are controlled with a unique mechanic you will need to master in order to progress,Missing,50.0
1447891200,"[15, 32]",34820,The Tape,[6],The Tape is a slow and creepy first person horror game with mystical story and abstract psychological elements,Missing,50.0
1448582400,"[31, 32]",34497,Akuatica,"[6, 14]",Akuatica integrated puzzles into action adventure  Below are some highlighted features  Fast paced action encounters that require problem solving With obvious cluesMultiple environments From shallow river coral reefs open sea to the abyssal depthEpic bosses and dozens of unique enemiesMeticulously sculpted visual style,Missing,50.0
1446508800,"[13, 35]",34432,The Game of Life: The Official 2016 Edition,[6],The Game of Life  The Official 2016 Edition showcases a beautifully rendered digital game board cards and spinner that capture the fun of the Classic game full of adventure  surprises The Game of Life will take players on a journey where fortunes can be won and lost Choose a college or career path and start down the many roads of life make money buy a house or start a family  will you take the safe route or the risky road The choice is yours as you navigate lifes rich tapestry Do whatever it takes to retire in style with the most wealth at the end of the game to win,Missing,50.0
1447113600,"[12, 13, 32]",34404,Lovely Weather We're Having,"[6, 14]",An atmospheric 3D explorer thingy about going outside with a dog    SOME FEATURES     Responds to local weather data simulates actually being outside   Pleasant sounds colors and visuals that I hope you like Designed with introverts in mind   12 NPCs whose moods and conversation topics change with the weather and time of day   Open gameplay forever until you die in real life   Designed to be played in 1020 minute bursts   Cute dog   A topsecret cheat code   Rocks you can kick,Missing,50.0
1446681600,"[12, 15, 31, 32]",34280,Rogue Harvest,[6],Rogue Harvest is a finely crafted Roguelike Open World Adventure  Dig Mine Build Craft Explore and Survive in a massive Procedurally Generated World and work to unravel the mystery of how you ended up in this dream like place,Missing,50.0
1447027200,"[13, 31, 32]",34238,Written in the Sky,"[3, 6, 14]",Azure comes across a strange ring one day This ring changes her future drastically making each day action packed,Missing,50.0
1446768000,"[13, 15, 31, 32]",34235,God Game : The Odyssey,[6],As the Greek Goddess Athena control the wind seas and air to guide the hero Odysseus home from the Trojan Wars  The incredibly realistic water current simulation will amaze and challenge you as you use your powers to protect the Heros fleet,Missing,50.0
